id,name,locality,country,region,tier,category,lat,lon,seaTempC,bestMonths,sand,water,swimming,surf,setting,blueFlag,tags,description,url
marielyst-dk,Marielyst,Falster,DK,Europe,3,resort,54.755,12.049,18,Jun-Aug,Fine pale sand,"Shallow, calm Baltic blue","Shallow, calm and family-friendly",None,Denmark's favourite family summer-house beach on the island of Falster,true,family|summer houses|shallow,"Denmark's classic summer-house beach — a long, gently shelving strand of pale sand on the Baltic island of Falster.",https://europebeachmap.com/beaches/marielyst-dk/
tisvildeleje-beach-dk,Tisvildeleje Beach,North Zealand,DK,Europe,3,cold,56.062,12.077,19,Jun-Aug,Pale sand and smooth stones below heather hills,"Clear, clean Kattegat blue",Gently shelving and clean — Copenhagen's summer swim,None,"The 'Danish Riviera' village where Copenhagen summers, beside the ancient Tisvilde grove",true,danish riviera|village|kattegat,Copenhagen's beloved summer village — clean Kattegat water off pale sand beneath the old Tisvilde grove.,https://europebeachmap.com/beaches/tisvildeleje-beach-dk/
vejers-strand-dk,Vejers Strand,West Jutland,DK,Europe,3,surf,55.632,8.122,18,Jun-Sep,"A wide, open expanse of pale North Sea sand behind high dunes","Cold, clear, wave-swept North Sea",Bracing with steady surf; lifeguarded zones in summer,Open Atlantic swell and steady wind — a west-coast surf and windsurf beach,"A broad, dune-backed beach on the wild west coast of Jutland, north of Blåvand",false,surf|dunes|North Sea|west coast,"A broad, dune-backed North Sea beach on Jutland's wild west coast, with open swell and wind for surfers north of Blåvand.",https://europebeachmap.com/beaches/vejers-strand-dk/
vorupor-dk,Vorupør,"Thy, Jutland",DK,Europe,3,surf,56.966,8.366,17,Jun-Sep,Broad pale sand with fishing boats drawn up on the shore,"Cold, clear, wave-swept North Sea","Cold with strong surf; a netted, lifeguarded bathing zone in summer","A classic Cold Hawaii surf beach beside Klitmøller, in Thy National Park",A traditional fishing village on the wild North Sea coast of Thy,false,surf|fishing boats|North Sea|Thy,"A traditional Thy fishing village on the wild North Sea coast, part of the Cold Hawaii surf belt beside Klitmøller.",https://europebeachmap.com/beaches/vorupor-dk/
parnu-beach-ee,Parnu Beach,Parnu,EE,Europe,2,resort,58.373,24.503,19,June to August,"Wide, shallow-shelving white sand","Shallow, warm and calm Gulf of Riga water","Excellent, shallow and gentle and among the Baltic's warmest",None,"Estonia's summer capital, with a promenade, spa hotels and parks",true,spa town|shallow|family|Blue Flag,"Estonia's summer capital fronts a broad, shallow strand where the Baltic warms to genuinely swimmable.",https://europebeachmap.com/beaches/parnu-beach-ee/
jarve-beach-ee,Järve Beach,Saaremaa,EE,Europe,3,cold,58.203,22.47,18,Jun-Aug,Fine white sand and low grassy dunes,"Shallow, clear and clean Baltic water","Shallow, calm and family-friendly",None,"Saaremaa island's best sand, backed by juniper heath and pine",false,island|dunes|family,The island of Saaremaa's finest sand — a quiet white ribbon of dunes and junipers on Estonia's slow-living isle.,https://europebeachmap.com/beaches/jarve-beach-ee/
narva-joesuu-ee,Narva-Jõesuu Beach,Ida-Viru,EE,Europe,3,cold,59.462,28.04,18,Jun-Aug,Seven kilometres of fine white sand,"Shallow, calm and briefly summer-warm Gulf of Finland water",Very shallow and gentle — the Baltic at its mildest,None,"A tsarist-era spa resort of wooden villas under tall pines, at the Narva river mouth",false,pines|spa history|white sand,"A tsarist spa resort's seven-kilometre white strand under the pines, at Estonia's eastern edge.",https://europebeachmap.com/beaches/narva-joesuu-ee/
pirita-beach-ee,Pirita Beach,Tallinn,EE,Europe,3,cold,59.469,24.833,18,Jun-Aug,Fine pale sand,"Shallow, calm Baltic blue","Shallow, calm and briefly summer-warm",None,Tallinn's long city beach with medieval-skyline and convent-ruin views,true,city beach|skyline view|shallow,"Tallinn's long, pine-backed city beach, its pale sand looking back to the medieval spires across the bay.",https://europebeachmap.com/beaches/pirita-beach-ee/
vosu-beach-ee,Võsu Beach,"Lahemaa National Park, Lääne-Viru",EE,Europe,3,cold,59.581,25.9624,18,Jun-Aug,"Soft light sand edged by pines, with the odd granite boulder offshore","Shallow, brackish and quick to warm in a sunny week",Waist-deep a long way out — child-friendly and noticeably warmer than the open gulf,None,"A wooden-villa resort village inside Lahemaa National Park on pine-rimmed Käsmu Bay, quiet outside July",false,national park|shallow bay|summer village,"Lahemaa's summer village — a shallow, pine-rimmed bay that has drawn Estonian holidaymakers since tsarist times.",https://europebeachmap.com/beaches/vosu-beach-ee/
playa-de-maspalomas-es,Playa de Maspalomas,"Maspalomas, Gran Canaria",ES,Europe,0,exotic,27.7364,-15.585,23,Year-round,Vast rolling golden dunes meeting the sea,"Warm, clear Atlantic blue",Generally calm and gently shelving,None,A protected 400-hectare reserve of desert dunes,false,sahara-like dunes|iconic|desert|gran canaria,A Sahara in miniature where hundreds of hectares of golden dunes tumble straight into the Atlantic.,https://europebeachmap.com/beaches/playa-de-maspalomas-es/
cala-formentor-es,Cala Formentor,"Pollenca, Mallorca",ES,Europe,1,resort,39.9281,3.1386,26,Jun-Sep,Fine white sand,Clear turquoise and shallow,"Calm and shallow, family-friendly",None,Pine forest below the dramatic Formentor peninsula,true,turquoise|pine-backed|mallorca|peninsula,A kilometre of pine-fringed white sand and shallow turquoise water at the tip of Mallorca's wildest cape.,https://europebeachmap.com/beaches/cala-formentor-es/
cala-macarella-es,Cala Macarella,"Ciutadella, Menorca",ES,Europe,1,tropical,39.9375,3.937,26,Jun-Sep,Fine white sand,"Vivid turquoise, glass-clear","Calm, shallow and sheltered",None,Limestone cliffs draped in Aleppo pines,false,turquoise|virgin cove|pines|menorca,A postcard Menorcan cove of blinding white sand and turquoise water framed by pine-topped cliffs.,https://europebeachmap.com/beaches/cala-macarella-es/
cala-macarelleta-es,Cala Macarelleta,Menorca,ES,Europe,1,tropical,39.935,3.936,26,Jun–Sep,Fine white,Turquoise,"Shallow, calm, warm",None,"Pine-cloaked cove, hike-in",false,Hike|Snorkel|Cliff jump,"A pine-framed turquoise cove, Menorca’s most beautiful and boat-only.",https://europebeachmap.com/beaches/cala-macarelleta-es/
grandes-playas-corralejo-es,Grandes Playas de Corralejo,"Corralejo, Fuerteventura",ES,Europe,1,wild,28.7,-13.833,23,Year-round,Kilometres of fine white sand spilling from a desert of dunes,"Clear, bright turquoise Atlantic","Warm and clear, but open Atlantic — expect some wind, waves and current",Breezy days bring surf and windsurf to the open stretches,"The vast dune-backed beaches of the Corralejo Natural Park, facing the islet of Lobos in Fuerteventura's north",false,dunes|white sand|natural park|turquoise,"Kilometres of white sand spilling from a desert of dunes into a turquoise Atlantic, in Fuerteventura's north.",https://europebeachmap.com/beaches/grandes-playas-corralejo-es/
mundaka-es,Mundaka,"Urdaibai, Bizkaia",ES,Europe,1,surf,43.4085,-2.6975,22,Sep-Nov for surf,A shifting sandbar at the estuary mouth,"Cool, greenish Atlantic",For surfers only; strong river currents,World-class long left-hand barrel,"The Urdaibai estuary, a UNESCO biosphere reserve",false,left-hand wave|world-class surf|estuary|basque,"One of Europe's finest waves, a legendary long left barrel peeling off the Urdaibai sandbar.",https://europebeachmap.com/beaches/mundaka-es/
la-concha-es,Playa de la Concha,San Sebastián,ES,Europe,1,resort,43.318,-1.99,22,Jun–Sep,Golden,Sheltered Atlantic,"Calm, cool, safe",None,Elegant Belle-Époque bay,false,Pintxos|City beach|Promenade,A perfect shell-shaped city bay ringed by an ornate promenade.,https://europebeachmap.com/beaches/la-concha-es/
playa-de-las-catedrales-es,Playa de las Catedrales,"Ribadeo, Galicia",ES,Europe,1,exotic,43.5539,-7.1572,20,Jun-Sep at low tide,Golden sand revealed only at low tide,"Cold, clear Cantabrian green-blue",Cool; best explored on foot at low tide,None,Soaring rock arches and flying-buttress sea stacks,false,arches|sea stacks|low tide|galicia,Cathedral-like rock arches and buttresses you can walk beneath when the Atlantic tide retreats.,https://europebeachmap.com/beaches/playa-de-las-catedrales-es/
playa-de-levante-es,Playa de Levante,"Benidorm, Costa Blanca",ES,Europe,1,resort,38.5341,-0.1113,26,Jun-Sep,"Two kilometres of groomed golden sand, rows of loungers by mid-morning","Clean, clear Mediterranean blue","Gentle gradient and calm water, lifeguarded through a long season",None,"Fronting Benidorm's high-rise skyline, with a palm-lined promenade that hums until late",true,promenade|skyline|nightlife|family,Benidorm's famous front lawn — an immaculately groomed golden strip beneath Spain's tallest skyline.,https://europebeachmap.com/beaches/playa-de-levante-es/
playa-de-monsul-es,Playa de Monsul,"San Jose, Cabo de Gata",ES,Europe,1,wild,36.7306,-2.1453,25,Jun-Sep,Dark golden volcanic sand,Clear deep blue,"Open and generally calm, no services",None,Volcanic cliffs and a giant wind-sculpted duna rock,false,volcanic|wild|film location|cabo de gata,"A stark volcanic cove of golden sand and a famous mushroom rock, immortalised in Indiana Jones.",https://europebeachmap.com/beaches/playa-de-monsul-es/
ses-illetes-es,Playa de Ses Illetes,Formentera,ES,Europe,1,tropical,38.74,1.436,26,Jun–Sep,White,Shallow turquoise,"Shallow, warm, calm",None,Natural park sandspit,false,Sandbar|Chiringuitos|Boats,A Caribbean-like sandspit on Ibiza’s quiet little sister.,https://europebeachmap.com/beaches/ses-illetes-es/
playa-del-ingles-es,Playa del Inglés,"Maspalomas, Gran Canaria",ES,Europe,1,resort,27.7479,-15.5687,23,May-Oct,Broad soft golden-blond sand running into the Maspalomas dunefield,Clear Atlantic blue,Gently shelving and lifeguarded; light chop when the trade winds pick up,Usually small; occasional windswell peaks,"Nearly three kilometres of resort strand on Gran Canaria's southern tip, merging into the protected Maspalomas dunes",false,dunes|promenade|winter sun|nightlife,Gran Canaria's mega-resort classic — a huge blond strand dissolving into the Maspalomas dunes.,https://europebeachmap.com/beaches/playa-del-ingles-es/
rodas-cies-es,Rodas Beach,Cíes Islands,ES,Europe,1,wild,42.222,-8.905,17,Jun–Sep,White,"Clear, cool Atlantic","Cool, calm, sheltered",None,"National park, permit-only",false,Ferry-in|Hike|Birdlife,A crescent of white sand on a car-free Atlantic island national park.,https://europebeachmap.com/beaches/rodas-cies-es/
cala-agulla-es,Cala Agulla,"Cala Ratjada, Mallorca",ES,Europe,2,tropical,39.7227,3.4529,26,Jun-Sep,Fine pale-golden sand backed by dunes and Aleppo pines,Clear turquoise-blue,Gently shelving and usually calm; picks up chop on north winds,None,"A protected dune-and-pine bay just over the hill from Cala Ratjada, with trails on to wilder coves",false,dunes|pines|protected area,Mallorca's northeast at its best — a pine-fringed sweep of pale sand inside a protected natural area.,https://europebeachmap.com/beaches/cala-agulla-es/
cala-aiguablava-es,Cala Aiguablava,"Begur, Costa Brava",ES,Europe,2,tropical,41.9339,3.2078,24,Jun-Sep,Fine pale sand mixed with smooth pebbles,"Brilliant clear turquoise, hence the name 'blue water'","Calm, sheltered and family-friendly",None,Pine-cloaked cliffs and whitewashed villas,true,turquoise|cove|costa brava,A jewel-box turquoise cove tucked beneath the pine-clad cliffs of the Costa Brava.,https://europebeachmap.com/beaches/cala-aiguablava-es/
cala-comte-es,Cala Comte,Ibiza,ES,Europe,2,tropical,38.96,1.226,26,Jun–Sep,White-gold,Turquoise over sand,"Warm, clear",None,Islet-studded sunset coast,false,Sunset|Snorkel|Beach bar,"Ibiza’s classic sunset beach, looking out to two rocky islets.",https://europebeachmap.com/beaches/cala-comte-es/
cala-d-hort-es,Cala d'Hort,"Ibiza, Balearics",ES,Europe,2,wild,38.881,1.223,26,May-Oct,Sand and pebbles,Clear deep blue,Clear and calm with a legendary sunset view,None,A cove facing the mystical pyramid islet of Es Vedrà off south-west Ibiza,false,es vedra|sunset|view,"A cove framing Es Vedrà, the sheer pyramid islet that gives Ibiza its most mythic sunset silhouette.",https://europebeachmap.com/beaches/cala-d-hort-es/
cala-del-moraig-es,Cala del Moraig,"Benitatxell, Costa Blanca",ES,Europe,2,wild,38.7285,0.1785,26,May–Oct,White pebbles below sheer ochre cliffs,"Deep, brilliantly clear turquoise",Deep and clear — excellent snorkelling; a sea cave (Cova dels Arcs) opens at one end,None,A dramatic cove at the foot of the Benitatxell cliffs between Moraira and Jávea,false,cliffs|sea cave|snorkelling|clear water,"A pebble cove trapped beneath sheer cliffs near Benitatxell, with a flooded sea cave at one end.",https://europebeachmap.com/beaches/cala-del-moraig-es/
cala-galdana-es,Cala Galdana,"Ferreries, Menorca",ES,Europe,2,resort,39.9371,3.961,26,Jun-Sep,Fine white-gold sand curving in a near-perfect horseshoe,"Shallow, milky turquoise",Very sheltered and shallow — one of Menorca's easiest family swims,None,"A pine-rimmed horseshoe bay where the Algendar gorge meets the sea, backed by low-key resort hotels",false,family|sheltered|gorge,Menorca's grand horseshoe — shallow turquoise water ringed by pine cliffs and easy comforts.,https://europebeachmap.com/beaches/cala-galdana-es/
cala-granadella-es,Cala Granadella,"Jávea, Costa Blanca",ES,Europe,2,tropical,38.7296,0.197,26,Jun-Sep,White pebbles and coarse gravel in a tight crescent,Gin-clear turquoise-green over rock and posidonia,"Sheltered and superb for snorkelling; deepens quickly, busy with kayaks by noon",None,A pine-wrapped notch in the cliffs south of Jávea; the lane down closes once the tiny car park fills,false,snorkelling|kayaking|pine cliffs|pebbles,The Costa Blanca's snorkel cove — a pine-framed slit of transparent water and a perennial best-beach poll winner.,https://europebeachmap.com/beaches/cala-granadella-es/
cala-mitjana-es,Cala Mitjana,"Ferreries, Menorca",ES,Europe,2,tropical,39.9344,3.9724,26,Jun-Sep,Soft white sand pocketed between pale limestone walls,Luminous turquoise over a white seabed,Clear and calm; ledges around the cove tempt cliff jumpers,None,"A twenty-minute pine-wood walk from Cala Galdana, with no facilities beyond the trees",false,walk-in|cliff jumping|pines,Cala Galdana's wild little sister — white sand and glowing turquoise at the end of a pine path.,https://europebeachmap.com/beaches/cala-mitjana-es/
